customer_ID,predicted_pd,actual_default,risk_tier_quantile,risk_tier_business_rule,risk_tier_primary,primary_method
000ae3818c26d56167678fde3b6238888d0f802c02f4bfa8352ab0c614df776a,0.257555,0,Subprime,Subprime,Subprime,business_rule
000b789efc34ef75106b9e135dbeabd0408e0735fa8b2d046df6587c49ccbeed,0.003066,0,Near-Prime,Prime,Prime,business_rule
000c57a2ca053e6ddc51fa2eaac470ee96663c2b505916a73ba944878d20184d,0.001281,0,Prime,Prime,Prime,business_rule
000d4be985f5eb4f752ed9c0e3e4e11261b86f00e28082be1e4ca044485a9f24,0.001417,0,Prime,Prime,Prime,business_rule
000dac810943ef22598f3e650b91f667517baf45cffe11886723512939905d14,0.858239,1,High Risk,High Risk,High Risk,business_rule
000df7db33e45c5151ac69f400db5d4c283be4ca2bf72d101e49b50b72212ebf,0.259023,0,Subprime,Subprime,Subprime,business_rule
000e06b7ac3f3f4eff61b316fd02a4624f8d5196e18af0083f0e22ce70e9bf67,0.001283,0,Prime,Prime,Prime,business_rule
000e2c816db921b0c4a6fea72e32af5d81f7f41f8b11e16cc2ac31fca793bdce,0.21634,0,Subprime,Subprime,Subprime,business_rule
000e7954b7687713b64abced75597e6d20e65e805ff8b594efb579ef6b23b4cb,0.001025,0,Prime,Prime,Prime,business_rule
000e95de2a94dd09611f0d330e65022ad27ec1dbe3adaa72525b3ebb4d3c8a81,0.027093,0,Near-Prime,Prime,Prime,business_rule
000ee46c042bfab551c28d92c93969f8a3539fe1e9fc9cd2d2e188f838f7d8ba,0.001371,0,Prime,Prime,Prime,business_rule
000eee12732c9c7b790870c556bc33339d6d17725cbeb4a7da6b2a5d2c8386aa,0.016338,0,Near-Prime,Prime,Prime,business_rule
000f8675ede66cc6affd4c048db11a00246d7ee623f453aae22d693c4a82f832,0.004873,0,Near-Prime,Prime,Prime,business_rule
001089b6fb7c690f753cf4b6f05344e693f1c9248bd642d30e5f7762694380ab,0.008787,0,Near-Prime,Prime,Prime,business_rule
0013037420169086d185f38034d9c49d748867436f88113fa2680651b9c98384,0.017741,0,Near-Prime,Prime,Prime,business_rule
00130d73f6ebd4c0066dd5ec5c290378ff29d4fc62c17735f57f88cf3ddbb1e7,0.000925,0,Prime,Prime,Prime,business_rule
0013d20434fd2e0953a135662fe2ff53583153b6bdf6734c7610d93166f2f283,0.021305,0,Near-Prime,Prime,Prime,business_rule
00158d184f930e405cfd489bb7767faed1533df6c7552587643baa878bd04a00,0.002274,0,Prime,Prime,Prime,business_rule
0015d621bacbfd59cc1479aea405645ecb480f6ee779e06d66ce55da3bd397fd,0.74596,1,High Risk,High Risk,High Risk,business_rule
00180f888f085461977442e936ab051e02fdf3ea94c2a1b6d900ae234758ca49,0.042324,0,Subprime,Prime,Prime,business_rule
00198d342a10d2153efeff31cd500be958a226204a6bc3058e17fe51dbd27a48,0.25442,1,Subprime,Subprime,Subprime,business_rule
0019d85b7b76f91d1a9be0e2344acceba20ddf500b7a106963decb50aad22209,0.607122,0,High Risk,High Risk,High Risk,business_rule
0019dd523506d023120548b46061ed4a67ab6e1cd88c6a90108ec0bffd88cf58,0.00205,0,Prime,Prime,Prime,business_rule
001aca2a9e2932eeaa19987bdc6e10859e8724696e3ba1da21bc075afb8c5e50,0.368897,0,Subprime,High Risk,High Risk,business_rule
001bb176e664951c898309e2fb39d0e9c76d0bded13514d8193c25867eb05d6c,0.02462,0,Near-Prime,Prime,Prime,business_rule
001bc08002389732bee5aede54b2b97d226136d15e61a6a7e4eb3344698cad92,0.135703,0,Subprime,Near-Prime,Near-Prime,business_rule
001cf7c4466fd79fe548cf3cf8603efe2e89d6b25e457014c26e3fea9c361c37,0.00113,0,Prime,Prime,Prime,business_rule
001cff857e3644b5d2119188c19036948979eddea5db37dc23720c1a921721ee,0.002594,0,Prime,Prime,Prime,business_rule
001d474dfb85feeabd59ae7b9d11cbe171c32bb8b0d95c5c88ede77aa4fd7d5b,0.005724,0,Near-Prime,Prime,Prime,business_rule
001dd05e0f5c28a08463f1715a096aefd7062bbb3d7da582ef1d0104f2d085d0,0.019672,0,Near-Prime,Prime,Prime,business_rule
001e59e35cb9fff52215ec8ab07f325555364be80a409b873e2a7546663be173,0.003502,0,Near-Prime,Prime,Prime,business_rule
001f84a87e8bce32612d776d2ac0e2ef42b3e5c619d2b289bac1552634b8d539,0.886768,0,High Risk,High Risk,High Risk,business_rule
0020c0d122674879c826799724a4d6d1c5d3de82fdec4afa18c2dad3c84c3e6a,0.068669,0,Subprime,Near-Prime,Near-Prime,business_rule
0021abacf5a46170a4db2cf4d3f133d8823f691fe927ab26a4e0b9c00519218f,0.006933,0,Near-Prime,Prime,Prime,business_rule
0021fda1616bd44277fc444066dccfc5078d7625427e69845be6b212317a4556,0.008209,0,Near-Prime,Prime,Prime,business_rule
002296c2308b09fcd67c4b1b24378843c3237e1509a23913141fca18524a1781,0.139209,0,Subprime,Near-Prime,Near-Prime,business_rule
00236b7198b9c9a91cae37603f0f2c50d9c6a089788a4cee7057e9be69eda1ed,0.001087,0,Prime,Prime,Prime,business_rule
00237be3e4f95823b5777a4bfd96a0eb02c9c34227279d4021c48c639bbded6e,0.512157,0,Subprime,High Risk,High Risk,business_rule
002415c4869a42f5abc32afc8949a79539166e976e3e7324ab3c648b3d73e179,0.568877,1,High Risk,High Risk,High Risk,business_rule
0024753e67ff07c9b87a98b45ccb4e8a6adf509bc38d9c50a5bd86aa45339db0,0.062048,0,Subprime,Near-Prime,Near-Prime,business_rule
002495b4dbef63be0581e1763ba67322cfeb9d4da17c0c1a111f60f0517fd86a,0.53076,1,High Risk,High Risk,High Risk,business_rule
00273a85b50fd2f0db9b6ac44b2866c4a4548e508492c1d7c149efba0608b9b1,0.350902,0,Subprime,High Risk,High Risk,business_rule
0027871701a9fbaa3889316ecadbb8b7f3564cc71507273aa45934a6bc9fdf37,0.163965,0,Subprime,Subprime,Subprime,business_rule
00288bdd72b037c39540af3ec7f309cf00378ff4889786c50fc025c0d9e67ae5,0.009461,0,Near-Prime,Prime,Prime,business_rule
00289ca330b21a57eaf8d2251ae52e007ba2baea743fa6e0ad153828a1ba411f,0.249419,0,Subprime,Subprime,Subprime,business_rule
0028c7d508f727f63d5d81e667ce662946e8a36e07c7d34adebdb1decd312382,0.742551,1,High Risk,High Risk,High Risk,business_rule
0029d45c7fd5b96eaeaef3dc73d88a9aa0f9bf22c010ac78e0cb59a643379fb0,0.002821,0,Prime,Prime,Prime,business_rule
002aecefb7eda454013049ffe6243484f7f47d97158a5f96468815b12809ba93,0.915122,1,High Risk,High Risk,High Risk,business_rule
002b66a636237d16b2344db6c39210bae5f091c9caf8479e6066101b4a197ce0,0.931959,1,High Risk,High Risk,High Risk,business_rule
002b930ad6a7e6551482b48a4dbf0f43003e80877f72244acab3cd43088249fb,0.166527,0,Subprime,Subprime,Subprime,business_rule
002c6f85a397c09c84510575a7ae2d46702e0ad5e4ce5230ca99f2cf8905ddae,0.005551,0,Near-Prime,Prime,Prime,business_rule
002cffc181268e68c0402dd09e8114e3be4c8407f2a7065fb9ad08e6858729ce,0.000798,0,Prime,Prime,Prime,business_rule
002d40e0f4aa8c81f44e09c6b90cf76bf9dcd1937cc904fb2c7902c307c5464d,0.859197,1,High Risk,High Risk,High Risk,business_rule
002d86c8c1bbb7b72fa6d8684dfcf2bfbeb215597e7dcc37abc9edee6703bf95,0.003459,0,Near-Prime,Prime,Prime,business_rule
002da05f7452c77cd4acaf72567594c2b99ece16a870dd84c14c3755845a3e41,0.002343,0,Prime,Prime,Prime,business_rule
002e53f280c37fda8935a6c007da11496e295abb282416225af22f0e78f1448a,0.999258,1,High Risk,High Risk,High Risk,business_rule
002f16c99ff01e456cbbb2c6a623492f06d1d226411ef6c73574a2bf8e3fb7ce,0.005236,0,Near-Prime,Prime,Prime,business_rule
002f580130df88c397eb3187992b0b53b9aba30386b782d98c600827e989a47d,0.006431,0,Near-Prime,Prime,Prime,business_rule
002fd67de9b539d117bd84d5cf6230088591bbb6c41ab12f6a8699d5e1ebee91,0.403622,0,Subprime,High Risk,High Risk,business_rule
00305974968b8192860080ea2c08975092acb61aac1c9be6622770c3716b3201,0.929608,1,High Risk,High Risk,High Risk,business_rule
0030bd28242750e9770dd14ae5b9ae16f1fd29f26203fa2b984e3111db483040,0.083074,0,Subprime,Near-Prime,Near-Prime,business_rule
0031fb6d21624e95989be3c77e7cd2ae1cb50b12739541803a78909e272086ee,0.709381,0,High Risk,High Risk,High Risk,business_rule
0033b8aa51505dda1bde94b7a963a00583318f1648e4441465a3077e18e9e2ee,0.011616,0,Near-Prime,Prime,Prime,business_rule
0033f440ac4cf87ba555f1cef179e20fbcb337ce87a8720fc5fa3b840f63b711,0.000498,0,Prime,Prime,Prime,business_rule
00368a9338bc4ee45b63c4586fe1c69dfb3bea243cd1dc0ec56c087ba855b5a9,0.002646,0,Prime,Prime,Prime,business_rule
0036f5ee6b18386746cdafef5d5edee74a0722b60ad0ee4e3b86366876a8acae,0.033278,0,Subprime,Prime,Prime,business_rule
00374d27371a250d1b4f912448990e396f67c057cb77e1c73d8c72c0d03164c0,0.19369,1,Subprime,Subprime,Subprime,business_rule
0037e0080bb0973f46cee0aa17c50fdfca769470af6bfae29b7b53f6d3848acd,0.007671,0,Near-Prime,Prime,Prime,business_rule
00399a8792de8df82e7206f45a0687343b2d5446781323d71047d71f473f3936,0.725588,1,High Risk,High Risk,High Risk,business_rule
003aabfc58b05ba200e495df58b6c46170622f5e95c67f5b1cdc3c0e1404f6be,0.956391,1,High Risk,High Risk,High Risk,business_rule
003b8acbe4a0440cc0793413cb667ff2aea374ff675c672aaf15f4468614245f,0.002216,0,Prime,Prime,Prime,business_rule
003d23d840faeee6f45ff62dcf9bf1a12c3e506367195ebbf2f0dd981c9b33d9,0.306844,0,Subprime,Subprime,Subprime,business_rule
003f2a26365f1aaa95510d19bbeef0ce4c37fb72f8d515548483dc405e392351,0.039333,0,Subprime,Prime,Prime,business_rule
003facbe391d8543ce7eef765d3b782e9ce3ed52ee032d6a7e3ef58f9cf734de,0.96885,1,High Risk,High Risk,High Risk,business_rule
0041095231a7710a0ab39b2ff869a147a040ff1ffd8c4c0e7f43bf5eb0dffa35,0.924433,1,High Risk,High Risk,High Risk,business_rule
0042a111a1210ef1f9e864e7fc94714434bb23d7623db90eaa662b85a5844c45,0.577251,0,High Risk,High Risk,High Risk,business_rule
0042e434619d6ba8620f36b363a2d8b7dc372af31690dbe87759f10861d438e3,0.039998,0,Subprime,Prime,Prime,business_rule
0043ca092251de59462561cfb439fefd9658afaf40736a942bb9db901ea1e788,0.016603,0,Near-Prime,Prime,Prime,business_rule
0044e52546003bf8dc7e0234a971910ea411d932148813f0a1687697af18d8f7,0.992599,1,High Risk,High Risk,High Risk,business_rule
00450b96781ab9e1961e2fd42bf0575a450dd340dad541dff699dd9c799a4b99,0.769529,1,High Risk,High Risk,High Risk,business_rule
004598cde3b52cc316dac551e1d7495b762f269be1f8f728836c5b713f54abf8,0.001653,0,Prime,Prime,Prime,business_rule
0045efbcf43eb88aecc5f583d94f8c4df199e1e3ba77aaa70f5d3f96dc57b774,0.399713,0,Subprime,High Risk,High Risk,business_rule
0047b15819944a8f1860dd2a9b217b18088866b68bbdd1c264715157474b3648,0.003424,0,Near-Prime,Prime,Prime,business_rule
0047c977b057a6c762b113a6bac785b62b96c988042594e8cd2b354843fdc4c0,0.869403,1,High Risk,High Risk,High Risk,business_rule
004a2cf034dc0d6152b63bd174680cf51e4389aede95a51c369e66cb551fe330,0.002671,0,Prime,Prime,Prime,business_rule
004a6fb9a5b738fa13c6c0e57aa4b64098fbfde0276b7baaa1aec461ce5797e8,0.563135,1,High Risk,High Risk,High Risk,business_rule
004a7e5c082780bb368dc3174d752ddd7fe3a66e59c63b84bdc72cf8759ed206,0.003429,0,Near-Prime,Prime,Prime,business_rule
004aa5d34c12217932cad434e29db7a38d1fa7699c51631c0321f2a70603185f,0.00285,0,Prime,Prime,Prime,business_rule
004ab9f30786614766576699e6882a0ee5085d41d350e4425a0d59fddcc373d6,0.065084,0,Subprime,Near-Prime,Near-Prime,business_rule
004c9c75643cfb64691d34cd605f0c86a01d5a585d90d8088386ebcaffb04b43,0.466137,1,Subprime,High Risk,High Risk,business_rule
004cab0ff565ccba868695559e9a74d7db19c5f1a73c2803334fda917cec9ec3,0.162804,0,Subprime,Subprime,Subprime,business_rule
004d1fd5e19420d4c612ea8aa47cc9f733ae1ea7db29df5bb45822ce7bbcbeb7,0.005604,0,Near-Prime,Prime,Prime,business_rule
004d6c3d14b71a87c42b548ab1817c8b6058ae7a307902c921352ceaa1d88c11,0.054694,0,Subprime,Near-Prime,Near-Prime,business_rule
004f26c6740c0fd1787c19052247c61783fd1b9db2734af158da9c653fcf1899,0.000908,0,Prime,Prime,Prime,business_rule
004f396b404f8e75cc4a000ed30b19acb51f298a0917366186c78a4da5338106,0.004194,0,Near-Prime,Prime,Prime,business_rule
004f500fb6369857e7e76cc15d7d896cb6b931725fe576845b4262a961503a6b,0.930788,1,High Risk,High Risk,High Risk,business_rule
0051d5b141e0994f1a246870eb7f13e96b7e3fe40f8f3747bb59e24574cd25af,0.002197,0,Prime,Prime,Prime,business_rule
00527a3c39d543b324b173e1d2e029c225bfd2a8022a3de3fbe2e180a6a8e78b,0.000649,0,Prime,Prime,Prime,business_rule
0052e8ef4e1187157296879968493bfac9b9c0e4d7a0655e19b4b7779c671095,0.006559,0,Near-Prime,Prime,Prime,business_rule
005384bd71631fa5af7d31d27624f839f53ae556a891a76cd4a6ce040fc01084,0.000831,0,Prime,Prime,Prime,business_rule
0053b76953603957de031582e59dbd77c208333f02d0d80a48ee5863c00cfe46,0.206144,0,Subprime,Subprime,Subprime,business_rule
005420b3b696588c25f98047ee5c3a0cc2c84e611f115d72ad24f03deda75d5d,0.006736,0,Near-Prime,Prime,Prime,business_rule
00543c70cafcafae9b720a4fa275e998d4fe23811c2736b0d0a27b22bb15c4ae,0.000872,0,Prime,Prime,Prime,business_rule
00549a8a48394a5b8e1fda6c32aaba37e5449611b05568fce0a7550ba6e99227,0.007385,0,Near-Prime,Prime,Prime,business_rule
00551d927b611c6d6129eb62b066b2a327577bc749fc35f54526cd7910f727e3,0.000974,0,Prime,Prime,Prime,business_rule
00559a33857a9917227bfade2964f7c192461465639ff086be0bd105a56bdfc8,0.271756,0,Subprime,Subprime,Subprime,business_rule
005602443f64c239c55960ff994e4debda60aaab41629de12fc62ee52ccdca0f,0.067367,0,Subprime,Near-Prime,Near-Prime,business_rule
00562df25b543ba873d23713ee874f1421f883771664deb91432ed401631c4b8,0.083874,0,Subprime,Near-Prime,Near-Prime,business_rule
00564970fe569c3e0b8bda6199b019ffa787d4183af91bb4afb7c69206ba0915,0.11353,0,Subprime,Near-Prime,Near-Prime,business_rule
0057936a03fe69cb6255b33fc5ec56c4d116d95259f2345d3aaaba1e3cfea2d9,0.117922,0,Subprime,Near-Prime,Near-Prime,business_rule
00593126f88e81545dab456f47423984f18b7517dbf69c8d5ad26c1f8d7bae81,0.068212,0,Subprime,Near-Prime,Near-Prime,business_rule
005989c61a62e63379b341b12772057f8cbaa0e7084441fe02e497c8e01cac51,0.463632,1,Subprime,High Risk,High Risk,business_rule
0059b48cd663ab07d50d5429ac50905808488acb525da68a2805ac06e58a2cc7,0.996406,1,High Risk,High Risk,High Risk,business_rule
005a63e058191221c111b41573939021b4c9f3ca99244e6940e43603bb38fff3,0.014386,0,Near-Prime,Prime,Prime,business_rule
006220aeb8ef17c9343c8a275105c6519755fe1ff12727fa32fa923bad9afa15,0.989763,1,High Risk,High Risk,High Risk,business_rule
0063db644c8eecd5a1e3c815cc37932e7a1799143f2d3d63015e89e085fcc2f8,0.003587,0,Near-Prime,Prime,Prime,business_rule
0065d13dfc702ac1597f88a15a18a87997ff5f63fc9a3fa433d36d0f15f86961,0.002361,0,Prime,Prime,Prime,business_rule
00674acb4cd51fd35dd5424b77fcd9b9abef59f78f1bf729aba110a8d6563a62,0.827032,1,High Risk,High Risk,High Risk,business_rule
0067fc28350632338e5c559f90a1ab5ee4b8535cc9219ca2f4f58651672f2d0d,0.145489,0,Subprime,Near-Prime,Near-Prime,business_rule
00685a6bda45a1e04e08e1cec13f000a8e9e872aaa1facf5f4c2a583bd268ebd,0.012079,1,Near-Prime,Prime,Prime,business_rule
00698a08a5b73ca4cceb7705e59758349b184b7d2f5fca83c3fa3e26578d8977,0.009804,0,Near-Prime,Prime,Prime,business_rule
006a4da582862a5a8082900773d1b09114df1c4fbf4c4c428c72b6b1776cce11,0.07562,0,Subprime,Near-Prime,Near-Prime,business_rule
006b1e99e084e7c19b1ec37c3844943e18d45aaf1085015cc1e1ff04c5f0f79c,0.817816,1,High Risk,High Risk,High Risk,business_rule
006b42f9f36f41e19de615ecdaf09feaece35c3b17e6ba209348a086ac735140,0.001292,0,Prime,Prime,Prime,business_rule
006bbf9d34e4c283997e2d61d8b9787f960376c7b7808f687b63debac0971c7e,0.012687,0,Near-Prime,Prime,Prime,business_rule
006c9f468b56c0ce91b45febc7385128d62b119f00c68fed170e778a2d5b8893,0.002669,0,Prime,Prime,Prime,business_rule
006cfca8e1b64e36d736368a4024f3de3d67e341be2beb79bc7a88e06773cc94,0.002751,0,Prime,Prime,Prime,business_rule
006da6af8e7f3cdb38313a9ef133abc48bafadd2dba56e86480fe113f422e8f1,0.007133,0,Near-Prime,Prime,Prime,business_rule
006e5a05e2b0a481d491b76d0e24c2d6237429bfacb623db6324892005bb77db,0.384178,0,Subprime,High Risk,High Risk,business_rule
006f2d1cd8319253fe452601a9e5065912eb0f9977c5e43587f3bbf1c4f9c556,0.00219,0,Prime,Prime,Prime,business_rule
006f9a9b28ef9c45e0c8eaf9ec43b6f5ab34083c90a4ee53cac99829f2218d0b,0.006937,0,Near-Prime,Prime,Prime,business_rule
006ff45c2dbdf35b4188028d71567e5a30ca97abbd198544763ef94a101ecb97,0.094715,1,Subprime,Near-Prime,Near-Prime,business_rule
00703611bd15fb6c454cdda45a52bc508d2f5ad760e79b0234ed2a1205dfc996,0.012061,0,Near-Prime,Prime,Prime,business_rule
00715f6855b7d988ba105798d48f0ab37c398a649831eb6e97245f1bc02c39cc,0.235823,0,Subprime,Subprime,Subprime,business_rule
00716c40a206e7c6a340f5ff27fce6aaec006c5a6e0ca306136d34b42272e3c1,0.678077,1,High Risk,High Risk,High Risk,business_rule
007175df2c2b58b164b423e692ae11ed1173b7839f8aaadc3e4ea7a95a04a79f,0.661777,1,High Risk,High Risk,High Risk,business_rule
0071815fb1f19a63be2ea0b4f77b3d45fe1d0269777b662a18dcf02ad0137291,0.023855,0,Near-Prime,Prime,Prime,business_rule
0071b256dcf1b912840a994c3cdf817fe8820131805e72ef2ec2f116dc1c7e5e,0.001356,0,Prime,Prime,Prime,business_rule
0071f3339ef30f463668028a90cef3607cb14bb228cf9c39aa5f917f159f9386,0.96167,1,High Risk,High Risk,High Risk,business_rule
0072018d172b835b28fddb18c0953ca4d94decb04644850ac8a31c08d9289844,0.007444,0,Near-Prime,Prime,Prime,business_rule
00728db94d5138d00da433d866311cfb53424c3ec9a718065dbcc3fe5615eec4,0.95637,1,High Risk,High Risk,High Risk,business_rule
00729c85e1d54e6249734132405f8246bf7ba416becd2b000f8baf1f85ba7214,0.111733,0,Subprime,Near-Prime,Near-Prime,business_rule
0073112831b9678cba832abfba2dea313a2531701741361cc8da395e2357ae43,0.000915,0,Prime,Prime,Prime,business_rule
0073f538b6bf3ae10c7ebf5f4ff08f14dd7d1a2e86083a8543758fb31564643d,0.003197,0,Near-Prime,Prime,Prime,business_rule
00745c4c6441cb0d7447333c204f205997f2d9288c16c51eeb3f8a50c4ef5e0f,0.690201,1,High Risk,High Risk,High Risk,business_rule
0075ae8d0d9e99ee8d534121c340f0ea071067d31db53cb00655854b6481a8c2,0.002928,0,Prime,Prime,Prime,business_rule
0077265ca2634f4b1fb928929014573d6e6a21a7a47f86c0024df0e5eb0de85f,0.010921,0,Near-Prime,Prime,Prime,business_rule
00773f1544d860441803e67005f52aec3e695c8ec664aabd234ee6c97f0609f8,0.026096,0,Near-Prime,Prime,Prime,business_rule
007793144e0eeef1e29a7aa93244815328beb0d46ccbe3d8aa3d7c0bb8718b5d,0.957778,1,High Risk,High Risk,High Risk,business_rule
0077cace49799d9aa37d522958d1a20ef8ca9953fd04e6a66ce128f3476311c0,0.023523,0,Near-Prime,Prime,Prime,business_rule
0077e016d9dc2b5bc0f9c516115e6120d76169a4f2765aa3b55b8a40cec9a0bc,0.010975,0,Near-Prime,Prime,Prime,business_rule
007803baa453a5725beedf4c6a1e4314735cb06586080529e5f0540c7337d4e2,0.004492,0,Near-Prime,Prime,Prime,business_rule
007807180cb9cac5bafbeccb2228e53817b6ec027fb501d23665c944dbf035a8,0.015024,0,Near-Prime,Prime,Prime,business_rule
0078fbc9f5a67f777a87091a31f0f30c4598523f8b4e63d20a87051930242251,0.001468,0,Prime,Prime,Prime,business_rule
0079d511dc8f634a8f76f5308c8854889ba598b890db65c98958a7aa0878bef3,0.002393,0,Prime,Prime,Prime,business_rule
007a41eb8cae8cd87f72432c844f8c58dd45f9285e0cb64a9ce01527ba806a4b,0.003326,0,Near-Prime,Prime,Prime,business_rule
007a576643cfd4af2445d75665e0ed6a00a4aa4165479ed08b1bf4b396251bf4,0.149216,0,Subprime,Near-Prime,Near-Prime,business_rule
007a5e4d8e3971a975e3442aa9f177c721293dfc8e4b9bc392ea86cda29c06df,0.958749,1,High Risk,High Risk,High Risk,business_rule
007b224e4945d91cbf5da9ec04f99213988d0a7d629425bc1aa461006227d09b,0.67414,1,High Risk,High Risk,High Risk,business_rule
007b3ca0d9af0c7b224988f0f04041d0f80862569442c1542080b9e5710d5fc5,0.001919,0,Prime,Prime,Prime,business_rule
007d43abc18a98373df13f16fae93b2707ed1362bbdb1e99353d7b5a59236872,0.004719,0,Near-Prime,Prime,Prime,business_rule
007d747c69ec13e017248728adb0051f12e71f232065e1fbecba117670dfb77b,0.027802,0,Subprime,Prime,Prime,business_rule
007d7d6c65992d92208d62db9849e74509ef09c7ae278c286bdc6ee7eeceea79,0.545344,0,High Risk,High Risk,High Risk,business_rule
007f210fc398f52d084a1995356ee7fd4fcb954abe2c302bd4dac7ebf2ed802b,0.000583,0,Prime,Prime,Prime,business_rule
007f5ebca8102df9bda06bc2ba7bab65903b5fa5be0384396aa213ab9c3292aa,0.001972,0,Prime,Prime,Prime,business_rule
007fc6e50c4b9a6a001bc732cdb8a3465aec03ef4b32089a6b69325452fd3037,0.538304,0,High Risk,High Risk,High Risk,business_rule
0080ea5053ee2b1584dd98230d3050dfad14750869f7d328358e0f739f160857,0.385177,1,Subprime,High Risk,High Risk,business_rule
0081c29137033bd59256c1753a876cb88f2979714d503d3f6e93bd35316dcb57,0.002538,0,Prime,Prime,Prime,business_rule
00831cf944016d1a30aa652aa7bc31411565b7d4d15f2d0b5c0452f858b30551,0.819711,1,High Risk,High Risk,High Risk,business_rule
00840ddc64b3d50feae84991b18e109fb47c108639b2b0f9e3e35ec0f75f37c5,0.988199,1,High Risk,High Risk,High Risk,business_rule
008596726566ccbcbab51645adf6ce726c4be497a668a0783bd2d15b487c7dbf,0.001606,0,Prime,Prime,Prime,business_rule
0087f5a1d21e43f145cad0bb8c3fc8cd92d67de8fb4c8d704e83f157b6d33582,0.003253,0,Near-Prime,Prime,Prime,business_rule
00880dcaef2d0a94a2e87b7f7eeff9c41f8dd364b4a68b806e61d30c84958d21,0.982126,1,High Risk,High Risk,High Risk,business_rule
0088c19e1b90e28c0d6181fde51889e55a08a6d01316ff6629d9524fa4305d76,0.001213,0,Prime,Prime,Prime,business_rule
00896eac0443b1c5879d8926b22969aa7467cb783283ac2d54a774ea15cf7aa3,0.430429,1,Subprime,High Risk,High Risk,business_rule
0089f7469ace94577587b8f33b9fd803a34de8cb1bef955de160b1e65db00a60,0.622732,0,High Risk,High Risk,High Risk,business_rule
008be6a5f5aedcfc85332b25e9696cfa5bbd620794defb139a6c8a89d639a8e8,0.001342,0,Prime,Prime,Prime,business_rule
008c86f1db436140f2ac50423ceab227eb97ac92f0f5e4173edfc477f71ad5e3,0.340877,0,Subprime,Subprime,Subprime,business_rule
008cd7f666bf865907cccfd40db106451354c3c6cd4020b713b6731be0fdd457,0.933208,1,High Risk,High Risk,High Risk,business_rule
008d1dda8d971feb92460cda4e2d520d32b8c717727ef4e51497807f226100eb,0.006032,0,Near-Prime,Prime,Prime,business_rule
008d4edc7ee5832c77251f30d7e67495d78cc39f4c3911618183db165dd936c2,0.000902,0,Prime,Prime,Prime,business_rule
008d7976b6a1d69c2ddb0ec33273d7af70469280c7d72db63daa918c7a40b2ce,0.004681,0,Near-Prime,Prime,Prime,business_rule
008e00e25fe45c49b6c442b33c5668140ab915b6eac752cb7067870e8b5d7f37,0.796671,1,High Risk,High Risk,High Risk,business_rule
008e673b35489bd854731a6e63eb254135c3f7f7cc42e39e13be629a8d87e364,0.07811,0,Subprime,Near-Prime,Near-Prime,business_rule
008ede3d3342a01d54869b028987fdf14ed60d63176925b5a7822bb430dffa9e,0.115004,0,Subprime,Near-Prime,Near-Prime,business_rule
