customer_id,suggestion_type,rationale,dynamic_pd,pd_trend,action_tier
488b3dfcbddefb094c199033ce6c7710de4188d0b31d6214f8d9b4b335de7a3d,PRIORITY_REVIEW,"Freeze/Review action, real DYNAMIC_PD=0.9996 (ranked by highest PD for triage order)",0.9996422529220581,0.20316028594970703,Freeze / Review
8f5ac3dc01f5b73fe99336f5e0fdb2f6e8a7d3fbfde306dd681f46ef73f275fb,PRIORITY_REVIEW,"Freeze/Review action, real DYNAMIC_PD=0.9996 (ranked by highest PD for triage order)",0.9996408224105835,0.2235807180404663,Freeze / Review
711859af54a52a17c38f0b3a63300d4625a34cd689d5dbbaf543c11ddae43f57,PRIORITY_REVIEW,"Freeze/Review action, real DYNAMIC_PD=0.9996 (ranked by highest PD for triage order)",0.9996066689491272,0.13247716426849365,Freeze / Review
0dff528968cc05bce2084ac767411d839d9674fbedadeb9a7b078391e984e6d4,PRIORITY_REVIEW,"Freeze/Review action, real DYNAMIC_PD=0.9996 (ranked by highest PD for triage order)",0.9996054768562317,0.15314728021621704,Freeze / Review
ac4807bbc2e9a4754c72a521f829c7b2bd63d902e11b2449d6f9066fcabbf97e,PRIORITY_REVIEW,"Freeze/Review action, real DYNAMIC_PD=0.9996 (ranked by highest PD for triage order)",0.9996032118797302,0.20457029342651367,Freeze / Review
82724dd8a1dece7e45e87c75f3e483ce1d3de694db94c523e1278f41ac2f2166,PRIORITY_REVIEW,"Freeze/Review action, real DYNAMIC_PD=0.9996 (ranked by highest PD for triage order)",0.999601423740387,0.2462255358695984,Freeze / Review
bd6f6d98052b10d62f9f668e250083ef2ad177db7870afb4c07abd70a7a6776a,PRIORITY_REVIEW,"Freeze/Review action, real DYNAMIC_PD=0.9996 (ranked by highest PD for triage order)",0.9995965361595154,0.1310582160949707,Freeze / Review
6734afbaa0b94f08e954fe211753546e3da7a8a7f92a19d32eaa9e32951397a7,PRIORITY_REVIEW,"Freeze/Review action, real DYNAMIC_PD=0.9996 (ranked by highest PD for triage order)",0.9995958209037781,0.2089061141014099,Freeze / Review
e9e2eee290c75719534e9de23930bf50b7f1bc067cd08126a2dacbc9e1950936,PRIORITY_REVIEW,"Freeze/Review action, real DYNAMIC_PD=0.9996 (ranked by highest PD for triage order)",0.9995835423469543,0.1817747950553894,Freeze / Review
e2cdd3c4293418085c16a1474387678561c8e3df0e0e783b83d5c868658ba3ad,PRIORITY_REVIEW,"Freeze/Review action, real DYNAMIC_PD=0.9996 (ranked by highest PD for triage order)",0.9995803236961365,0.17876094579696655,Freeze / Review
5fde655b6dfff0588c558fcc59b5902696fd8d6025338a396cf67386db13a497,PRIORITY_REVIEW,"Freeze/Review action, real DYNAMIC_PD=0.9996 (ranked by highest PD for triage order)",0.9995741248130798,0.23313182592391968,Freeze / Review
b13bab8df8d8c0a9dea1c5554226d0b73306d115d8987e519a1be471cf0f20cc,PRIORITY_REVIEW,"Freeze/Review action, real DYNAMIC_PD=0.9996 (ranked by highest PD for triage order)",0.9995730519294739,0.26229703426361084,Freeze / Review
656753a40dcfb06c8901738167bfc8b3c33f1b288f070a0ffc5f3cc8690e1f3e,PRIORITY_REVIEW,"Freeze/Review action, real DYNAMIC_PD=0.9996 (ranked by highest PD for triage order)",0.9995728135108948,0.9852168299257755,Freeze / Review
ecbae29093ebb1ed70519688b19743cec894f5d977f1191528af61497de16bf0,PRIORITY_REVIEW,"Freeze/Review action, real DYNAMIC_PD=0.9996 (ranked by highest PD for triage order)",0.9995725750923157,0.5663793683052063,Freeze / Review
395c83b021c1f342ab3ded1c4b75343ed1d8360a6568f7ee78f28457269df969,BORDERLINE_TREND_CUT,"High Risk, PD_TREND within the closest ~5% of the real Stable/Worse cut boundary -- lowest-confidence automated trend classification, candidate for manual second look",0.9038347005844116,0.12632495164871216,Decrease (Small)
fc3e21ffcc16e937bafe39f025046a5428032ac6a590e36685c0802568fb8ded,BORDERLINE_TREND_CUT,"High Risk, PD_TREND within the closest ~5% of the real Stable/Worse cut boundary -- lowest-confidence automated trend classification, candidate for manual second look",0.8133391737937927,0.12632423639297485,Decrease (Small)
456aa8c61dc12a7e8e65fcac391e7cf8bea27db0461907c20755b6ca9a535218,BORDERLINE_TREND_CUT,"High Risk, PD_TREND within the closest ~5% of the real Stable/Worse cut boundary -- lowest-confidence automated trend classification, candidate for manual second look",0.3520069718360901,0.12632407248020172,Decrease (Small)
bbe9e1021a128df4cd9a12650690791f243996e16cfb5df78a744c9f13d76457,BORDERLINE_TREND_CUT,"High Risk, PD_TREND within the closest ~5% of the real Stable/Worse cut boundary -- lowest-confidence automated trend classification, candidate for manual second look",0.7902790904045105,0.12632614374160767,Freeze / Review
147bdc3a19e2b9bd825f703a361e4a4ed052e22ec91e928a1c2d880c5438fcd1,BORDERLINE_TREND_CUT,"High Risk, PD_TREND within the closest ~5% of the real Stable/Worse cut boundary -- lowest-confidence automated trend classification, candidate for manual second look",0.9940178394317627,0.12632328271865845,Decrease (Small)
c3ec87bde9eced0ea4d407871bdd4a9398fb7a50a98744999d230b94da59357f,BORDERLINE_TREND_CUT,"High Risk, PD_TREND within the closest ~5% of the real Stable/Worse cut boundary -- lowest-confidence automated trend classification, candidate for manual second look",0.6659932136535645,0.12632828950881958,Freeze / Review
4477179fcdc1bb93f178ae48921e0d28a874c0b196ca2481a05b5395b5923dfb,BORDERLINE_TREND_CUT,"High Risk, PD_TREND within the closest ~5% of the real Stable/Worse cut boundary -- lowest-confidence automated trend classification, candidate for manual second look",0.5489212274551392,0.12632951140403748,Freeze / Review
50f98540dcfe40e9d875e93587bac2b3e59a364c7538f82aedfc7a27be34e111,BORDERLINE_TREND_CUT,"High Risk, PD_TREND within the closest ~5% of the real Stable/Worse cut boundary -- lowest-confidence automated trend classification, candidate for manual second look",0.516585648059845,0.12633028626441956,Freeze / Review
359dc14a0ed517aa2994e01d8980a17ecb66d858dfbd807f81940de52364816a,BORDERLINE_TREND_CUT,"High Risk, PD_TREND within the closest ~5% of the real Stable/Worse cut boundary -- lowest-confidence automated trend classification, candidate for manual second look",0.35463497042655945,0.1263325810432434,Freeze / Review
f02351020869ce288fcb00fda0576db22f7905fe5bb45cce4b948e4714e16c19,BORDERLINE_TREND_CUT,"High Risk, PD_TREND within the closest ~5% of the real Stable/Worse cut boundary -- lowest-confidence automated trend classification, candidate for manual second look",0.8975705504417419,0.12631559371948242,Decrease (Small)
97b57ca5a627574ad9f73d70bf95d87e75ada6dafed0f4360f32399b6bd92994,BORDERLINE_TREND_CUT,"High Risk, PD_TREND within the closest ~5% of the real Stable/Worse cut boundary -- lowest-confidence automated trend classification, candidate for manual second look",0.7233213782310486,0.126334547996521,Freeze / Review
36b64415b9d87e4baa5ae8fe76a2ead1b0829a65c8ac47e67fd6e54374a353ea,BORDERLINE_TREND_CUT,"High Risk, PD_TREND within the closest ~5% of the real Stable/Worse cut boundary -- lowest-confidence automated trend classification, candidate for manual second look",0.7447649240493774,0.12631094455718994,Decrease (Small)
3067bb9da5262500bcd9ccd9171a3512a20103f906bfc28b4d2eec145c7f0662,BORDERLINE_TREND_CUT,"High Risk, PD_TREND within the closest ~5% of the real Stable/Worse cut boundary -- lowest-confidence automated trend classification, candidate for manual second look",0.26609310507774353,0.12630978226661682,Decrease (Small)
abe1b3c96f508f3dcde0ae4fb55b40a23fab037bdf6772626af97f523af26487,BORDERLINE_TREND_CUT,"High Risk, PD_TREND within the closest ~5% of the real Stable/Worse cut boundary -- lowest-confidence automated trend classification, candidate for manual second look",0.9905746579170227,0.12630927562713623,Decrease (Small)
d3c7affd2f03438db51d07d9a7690845f788569d14a5ad91d5dec0a02f606e51,BORDERLINE_TREND_CUT,"High Risk, PD_TREND within the closest ~5% of the real Stable/Worse cut boundary -- lowest-confidence automated trend classification, candidate for manual second look",0.40103140473365784,0.12634792923927307,Freeze / Review
ce987245b6abe23a24fc1c01e48ff49451e4611a60443d6570245dfd070a1bf6,BORDERLINE_TREND_CUT,"High Risk, PD_TREND within the closest ~5% of the real Stable/Worse cut boundary -- lowest-confidence automated trend classification, candidate for manual second look",0.6789674758911133,0.12634938955307007,Freeze / Review
ecedcb2e8abfb4432cdb89727c9e10d1ed7c47fb392467d3d31417c4f084da47,BORDERLINE_TREND_CUT,"High Risk, PD_TREND within the closest ~5% of the real Stable/Worse cut boundary -- lowest-confidence automated trend classification, candidate for manual second look",0.7196019291877747,0.12635189294815063,Freeze / Review
dda1ecfd38d189bda062a4c2725be216d169e83f24c5e97e898cae6123dc86e6,BORDERLINE_TREND_CUT,"High Risk, PD_TREND within the closest ~5% of the real Stable/Worse cut boundary -- lowest-confidence automated trend classification, candidate for manual second look",0.9762300252914429,0.1262979507446289,Decrease (Small)
b1d23d599c07c665d482227a3c8adf001a6803fb32050cdae13cb4f11f976b32,BORDERLINE_TREND_CUT,"High Risk, PD_TREND within the closest ~5% of the real Stable/Worse cut boundary -- lowest-confidence automated trend classification, candidate for manual second look",0.9248439073562622,0.12635564804077148,Freeze / Review
3e84be564cf965ec423477ee0a69cdb4b0c13517051ecdd902927f7edf8bff03,BORDERLINE_TREND_CUT,"High Risk, PD_TREND within the closest ~5% of the real Stable/Worse cut boundary -- lowest-confidence automated trend classification, candidate for manual second look",0.3447369933128357,0.12628871202468872,Decrease (Small)
12bbed4d1406cb6f9edddeffebd4fbaa21fc0e3d3b97f7201232c7d5a9b717da,BORDERLINE_TREND_CUT,"High Risk, PD_TREND within the closest ~5% of the real Stable/Worse cut boundary -- lowest-confidence automated trend classification, candidate for manual second look",0.9784741997718811,0.12628740072250366,Decrease (Small)
08f7729823b0dac32e3a9b68d0b8757c23cf4bef8f6e06fc2c7140483e4fc08f,BORDERLINE_TREND_CUT,"High Risk, PD_TREND within the closest ~5% of the real Stable/Worse cut boundary -- lowest-confidence automated trend classification, candidate for manual second look",0.4518013298511505,0.1262834668159485,Decrease (Small)
b609470aa1a8ece4f8377f7f1ca0aaaab17ff0396a5245ce47af4fa090a20d29,BORDERLINE_TREND_CUT,"High Risk, PD_TREND within the closest ~5% of the real Stable/Worse cut boundary -- lowest-confidence automated trend classification, candidate for manual second look",0.5828737020492554,0.1262809932231903,Decrease (Small)
47655261e6ceb65f3f881c0018e43369ee57e6d9fbd40ed84d462d96a2602204,BORDERLINE_TREND_CUT,"High Risk, PD_TREND within the closest ~5% of the real Stable/Worse cut boundary -- lowest-confidence automated trend classification, candidate for manual second look",0.9755980968475342,0.12627965211868286,Decrease (Small)
7b0475684da31de86a6dc07b0bf23c9f5f5fc038034c77e0e41bb7c0b6ee0db9,BORDERLINE_TREND_CUT,"High Risk, PD_TREND within the closest ~5% of the real Stable/Worse cut boundary -- lowest-confidence automated trend classification, candidate for manual second look",0.3282918930053711,0.12627804279327393,Decrease (Small)
